"Qubit","T1 (us)","T2 (us)","Readout assignment error","Prob meas0 prep1","Prob meas1 prep0","Readout length (ns)","ID error","Single-qubit gate length (ns)","RX error","Z-axis rotation (rz) error","√x (sx) error","Pauli-X error","CZ error","Gate length (ns)","RZZ error","MEASURE error","MEASURE_2 error","Operational"
"43","363.70496494850164","482.20545419613217","0.0029296875","0.00390625","0.001953125","2584","0.00031241851205527423","32","0.00031241851205527423","0","0.00031241851205527423","0.00031241851205527423","42:0.0016409634232936454;56:0.007641671466575323;44:0.0011759142937340927","42:88;56:88;44:88","42:0.0013151093271708547;56:0.008777810806700509;44:0.0008144649785258862","0.0029296875","0.001220703125","Yes"
"44","264.0024033215217","381.63765121490786","0.020751953125","0.0126953125","0.020263671875","2584","0.0002166158771554315","32","0.0002166158771554315","0","0.0002166158771554315","0.0002166158771554315","45:0.001273010822249926;43:0.0011759142937340927","45:88;43:88","45:0.0012242062120483288;43:0.0008144649785258862","0.020751953125","0.003173828125","Yes"
"45","373.49079213229066","420.1983501674262","0.0045166015625","0.00390625","0.005126953125","2584","0.00022538438754364233","32","0.00022538438754364233","0","0.00022538438754364233","0.00022538438754364233","44:0.001273010822249926;46:0.021711995689808417;37:0.002165575942967929","44:88;46:88;37:88","44:0.0012242062120483288;46:0.0117881898946606;37:0.0013769800786356534","0.0045166015625","0.00537109375","Yes"
"46","315.1197292208289","422.72675515200183","0.0025634765625","0.00390625","0.001220703125","2584","0.00014174285078494273","32","0.00014174285078494273","0","0.00014174285078494273","0.00014174285078494273","45:0.021711995689808417;47:0.0009972050024040224","45:88;47:88","45:0.0117881898946606;47:0.0015385794529813313","0.0025634765625","0.003173828125","Yes"
"47","326.99289189228904","347.5598895370367","0.0029296875","0.004150390625","0.001708984375","2584","0.0003164897352638174","32","0.0003164897352638174","0","0.0003164897352638174","0.0003164897352638174","48:0.0027338550474695633;57:0.020135318199967556;46:0.0009972050024040224","48:88;57:88;46:88","48:0.0017965811618265715;57:0.015560156190393054;46:0.0015385794529813313","0.0029296875","0.002197265625","Yes"
"48","319.1490068659363","227.94233381963727","0.007568359375","0.01318359375","0.001953125","2584","0.0002500880408893138","32","0.0002500880408893138","0","0.0002500880408893138","0.0002500880408893138","47:0.0027338550474695633;49:0.0013980381372567519","47:88;49:88","47:0.0017965811618265715;49:0.0013568209011466659","0.007568359375","0.002685546875","Yes"
"49","307.61846399235526","231.8076104623028","0.00341796875","0.00439453125","0.00244140625","2584","0.00022476499922314085","32","0.00022476499922314085","0","0.00022476499922314085","0.00022476499922314085","48:0.0013980381372567519;50:0.002459096636024588;38:0.002135596389663319","48:88;50:88;38:88","48:0.0013568209011466659;50:0.0014809513824321219;38:0.0013712305033540262","0.00341796875","0.002197265625","Yes"
"50","115.75302255151948","139.92868913760796","0.00341796875","0.004150390625","0.002685546875","2584","0.00014769222164801865","32","0.00014769222164801865","0","0.00014769222164801865","0.00014769222164801865","49:0.002459096636024588;51:0.001993939774969894","49:88;51:88","49:0.0014809513824321219;51:0.0011518910363236545","0.00341796875","0.00048828125","Yes"
"51","262.1701385991368","216.3502041878105","0.0048828125","0.00732421875","0.00244140625","2584","0.00011835985688853457","32","0.00011835985688853457","0","0.00011835985688853457","0.00011835985688853457","50:0.001993939774969894;52:0.019894869595852127;58:0.002444812228501181","50:88;52:88;58:88","50:0.0011518910363236545;52:0.015508008425457576;58:0.0024831832488740047","0.0048828125","0.000732421875","Yes"
"52","239.4257570821645","337.1336766316361","0.005126953125","0.007080078125","0.003173828125","2584","0.0006459206203767744","32","0.0006459206203767744","0","0.0006459206203767744","0.0006459206203767744","51:0.019894869595852127;53:0.003633192535483526","51:88;53:88","51:0.015508008425457576","0.005126953125","0.002197265625","Yes"
